,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
92,5.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2,1.0,1.0,2.0,2.0,2,2,3.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,2,3,2.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,4,3.0,4,3,1,2.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,2,4.0,4.0,4.0,2.0,3.0,4,4.0,19.0,170.0,63.0,0.0,2,2,4,1,2,1
681,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,4,1.0,1.0,1.0,4.0,1,1,4.0,2.0,3.0,5.0,3.0,5.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,1,1,1.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3,4.0,4,3,1,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,2,3.0,2.0,3.0,3.0,2.0,3,5.0,28.0,180.0,70.0,1.0,2,2,5,2,2,1
530,5.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,1,2.0,2.0,4.0,2.0,1,2,1.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1,1,1.0,5.0,4.0,3.0,5.0,2.0,1.0,4.0,3,3.0,3,2,3,3.0,5.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,1,4.0,4.0,1.0,4.0,2.0,1,4.0,28.0,172.0,50.0,2.0,2,2,3,2,2,1
128,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1,1.0,5.0,5.0,5.0,2,3,5.0,5.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,1,2,3.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,4,3.0,1,3,3,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,2,5.0,5.0,3.0,5.0,3.0,2,5.0,15.0,173.0,49.0,3.0,2,1,2,2,2,2
670,5.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,4,2,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1,2,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3,1.0,3,2,1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2,3.0,3.0,3.0,3.0,3.0,3,3.0,23.0,170.0,60.0,1.0,2,2,3,2,2,1
916,4.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3,1.0,1.0,2.0,3.0,3,2,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,2,1,1.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,3,1.0,1,1,1,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,1.0,2,1.0,1.0,3.0,3.0,1.0,4,4.0,21.0,175.0,55.0,1.0,1,2,3,2,2,1
510,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2,1.0,5.0,2.0,1.0,2,2,3.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,1,3,5.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,4,2.0,4,3,1,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,3,3.0,2.0,4.0,4.0,4.0,4,5.0,22.0,176.0,70.0,1.0,1,2,4,1,1,2
36,5.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,5.0,4,1.0,3.0,2.0,5.0,2,2,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1,4,3.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,4,4.0,2,1,3,2.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,2,5.0,4.0,4.0,4.0,3.0,2,3.0,18.0,173.0,65.0,1.0,2,2,3,2,2,1
480,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0,3,1.0,1.0,2.0,4.0,3,2,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1,3,5.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,4,3.0,4,2,3,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2,3.0,4.0,3.0,3.0,4.0,3,4.0,21.0,161.0,55.0,2.0,2,2,3,2,2,1
674,5.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3,3.0,3.0,2.0,3.0,3,2,2.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,2,1,1.0,1.0,5.0,2.0,5.0,3.0,4.0,1.0,4,1.0,3,1,1,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,3,3.0,3.0,2.0,2.0,4.0,3,4.0,18.0,173.0,67.0,1.0,1,2,4,2,2,1
173,5.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0,1.0,1.0,2.0,3.0,2.0,4,3.0,2.0,1.0,4.0,2,2,3.0,5.0,2.0,2.0,5.0,5.0,1.0,5.0,4.0,1.0,3.0,5.0,1.0,1.0,5.0,1.0,5.0,4.0,1.0,1,2,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3,1.0,2,1,4,3.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,1,3.0,4.0,3.0,2.0,2.0,5,4.0,21.0,187.0,75.0,1.0,1,2,3,2,2,1
827,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2,2.0,2.0,4.0,2.0,3,1,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,1,1,2.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,3,2.0,4,1,3,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2,1.0,3.0,2.0,4.0,4.0,1,5.0,20.0,168.0,55.0,1.0,2,2,3,2,2,1
1,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,4.0,2,1,3.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,1.0,2,1,2.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,3,1.0,3,1,1,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,2,3.0,4.0,1.0,4.0,2.0,5,2.0,19.0,163.0,58.0,2.0,2,2,4,2,2,1
545,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,3,3.0,3.0,5.0,3.0,1,2,3.0,3.0,1.0,2.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,1,4,5.0,5.0,1.0,4.0,5.0,4.0,5.0,1.0,3,3.0,1,1,1,3.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,1,3.0,1.0,1.0,2.0,1.0,1,3.0,20.0,176.0,70.0,3.0,1,2,3,2,1,1
33,5.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,4.0,5,3.0,1.0,2.0,4.0,3,2,4.0,5.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,1,2,3.0,4.0,5.0,3.0,4.0,2.0,1.0,1.0,4,4.0,4,1,1,3.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,5.0,4.0,2.0,2,2.0,2.0,2.0,1.0,1.0,2,4.0,27.0,170.0,70.0,1.0,2,2,5,2,2,1
118,5.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,3.0,2,2,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2,1,2.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,4,2.0,2,1,1,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2,4.0,2.0,2.0,2.0,1.0,2,3.0,23.0,175.0,60.0,1.0,1,2,4,2,2,1
432,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,2,2.0,3.0,3.0,4.0,4,1,3.0,5.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1,4,1.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3,1.0,2,2,3,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,2,3.0,2.0,1.0,4.0,2.0,2,2.0,20.0,184.0,80.0,1.0,1,2,3,2,2,1
97,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,4,1.0,1.0,1.0,2.0,3,1,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,4.0,3.0,1.0,1,4,1.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,4,2.0,2,3,1,4.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1,2.0,1.0,1.0,5.0,1.0,5,2.0,19.0,200.0,75.0,1.0,1,2,2,2,1,1
256,5.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,5,3.0,5.0,5.0,3.0,4,2,4.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1,4,1.0,5.0,4.0,1.0,5.0,3.0,1.0,1.0,4,1.0,1,1,3,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,3.0,2,1.0,5.0,5.0,3.0,5.0,2,3.0,20.0,170.0,60.0,1.0,2,2,3,2,2,1
237,5.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1,4.0,3.0,3.0,5.0,1,2,2.0,5.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,1,3,5.0,4.0,5.0,2.0,5.0,3.0,4.0,1.0,3,1.0,3,1,3,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,2.0,2,3.0,5.0,3.0,4.0,4.0,2,3.0,18.0,173.0,64.0,3.0,2,2,3,2,2,2
652,4.0,3.0,3.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,1.0,5.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4,4.0,2.0,4.0,3.0,3,2,2.0,5.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,2,1,1.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,3,2.0,1,1,1,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,2,4.0,2.0,4.0,3.0,1.0,4,5.0,21.0,193.0,75.0,0.0,1,2,3,1,2,1
978,5.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4,3.0,4.0,2.0,3.0,3,2,4.0,4.0,2.0,1.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,1.0,1,1,1.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4,2.0,3,3,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,2,2.0,3.0,3.0,2.0,2.0,3,5.0,21.0,165.0,60.0,2.0,2,2,4,2,2,2
751,5.0,3.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,4.0,3,2,2.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,1,2,2.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,2,1.0,2,1,2,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,2,4.0,4.0,2.0,4.0,4.0,1,1.0,21.0,168.0,49.0,1.0,2,2,3,2,2,1
